Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
02/09/2020;0;1018,1;19,3;28;22,5;18,9;83,5;57;7,7;1,4
03/09/2020;0;1015,5;18,2;28,5;22,3;17,4;79,4;54;9,8;2,9
04/09/2020;0;1015,5;17,7;30,6;23,2;16;73,4;43;12,4;3,7
05/09/2020;0;1016,2;18,5;29,5;23,4;17,7;75,3;48;8,4;3
06/09/2020;0;1013,7;18,9;28,3;22,5;16,2;81,7;57;13,3;3,6
07/09/2020;0;1011;19,9;30;23,9;20,2;79,1;53;12;4,7
08/09/2020;0;1012;19,5;29,3;23,7;20;78,5;54;14,3;4,3
09/09/2020;0;1014,8;18,6;29;23,4;18,5;75,7;53;12;4,3
10/09/2020;0;1015,8;17,7;29,9;22,9;17,5;74,3;43;14,2;4,1
11/09/2020;0;1012,9;18,2;30,5;23,8;20,2;72;48;11,6;5,3
12/09/2020;0;1014,8;19;30,7;24;21;74,6;45;13,2;5,4
13/09/2020;0;1017;18,5;28,7;23;17,2;77,1;52;14,4;4,3
14/09/2020;5,8;1017,2;19,2;27,3;23,3;20,4;78,7;57;12,2;4
15/09/2020;0;1015,2;18,6;28;22,9;17,4;77,3;64;11,9;4,6
16/09/2020;0;1015,2;19,1;28,3;22,8;18,1;80,8;55;10,3;2,7
17/09/2020;0;1011,9;17,6;30,7;22,8;15,7;75;46;12,6;4,1
18/09/2020;0;1009,7;18;31;24,6;20,4;67,7;44;14,3;5,5
19/09/2020;0;1009;18,9;32,2;25,2;21,8;69,1;46;14,5;6,5
20/09/2020;0;1010,5;19,8;29;24,3;19,9;76,3;57;12,2;3,5
21/09/2020;0;1012,2;20,6;30,3;24,5;19,8;80,1;54;9,8;2,5
22/09/2020;0;1013,5;21;31,8;24,4;21,5;82,6;48;12;3
23/09/2020;47;1017,7;19,1;22,2;20,2;18,9;93,3;81;16,2;4,7
24/09/2020;66,4;1017,3;19,9;25,8;21,6;19,4;90,6;74;5,8;1,7
25/09/2020;1;1015,3;19,7;28,5;23,3;19,2;81,5;58;11,4;3,2
26/09/2020;0;1011,7;19,5;31,2;24,2;19,7;76,4;47;12,3;4,6
27/09/2020;0;1008,3;19,9;33,9;25,3;20,3;74;40;11,4;5,2
28/09/2020;0;1007,2;21;31,4;25,5;21;76,7;55;11,8;4,7
29/09/2020;0;1011,4;21,3;31,4;25,8;22,1;77,1;54;10;2,8
30/09/2020;0;1012,5;21,5;29,8;25,5;22;79,3;59;12,7;4,2
01/10/2020;0;1010,2;21;30,9;25,8;22,7;75,5;53;15,1;5,4
02/10/2020;0;1008,7;20,7;32,7;26,3;22,6;72,5;48;12,7;5,6
03/10/2020;0;1007,9;21,1;34,2;26,1;22,1;75,6;48;11,7;4,7
04/10/2020;0;1012,2;22;30;25,4;22,7;82,3;60;13,5;2,8
05/10/2020;0,2;1013,1;22,4;28,9;24,8;22,3;87;66;8,5;2,2
06/10/2020;0,2;1009,2;21,3;33,5;26,4;22,3;75,1;49;12,7;4,8
07/10/2020;0;1009,7;22,1;29,1;25,2;22,9;83,2;68;10,4;2,8
08/10/2020;0;1008,6;22,7;28,4;24,9;22,1;87,5;75;10,4;2,9
09/10/2020;0;1006,8;23;29,5;25,7;23,1;85,5;69;8,5;2,2
10/10/2020;1,4;1006,6;22,5;26;24,2;23,5;90,5;81;10,9;2,9
11/10/2020;7,2;1013,7;17,2;24,4;21,1;19,9;79,4;52;10,3;3,9
12/10/2020;10,8;1015,5;18;22;19,6;17,5;90,6;81;5,5;1,6
13/10/2020;0,2;1012,9;20,2;26,6;22,6;19,5;86,6;70;7,1;2,8
14/10/2020;0,2;1009,5;22,7;31,4;25,7;22,1;84,2;61;12,4;4,3
15/10/2020;0;1010,4;21,1;27,9;24,7;22,2;81,1;62;10,7;3,1
16/10/2020;0;1014;18,8;26;22,5;21,2;80,3;65;11,7;3,4
17/10/2020;3,8;1015;17,8;24,9;21,2;18,9;81,8;61;9,1;2,5
18/10/2020;1,8;1014;18,9;26,2;21,4;18,9;86,4;57;6,3;1,8
19/10/2020;1,4;1013,8;19,6;26,2;21,7;18,9;88,7;69;8,4;1,8
20/10/2020;2,2;1013,7;20;24,6;21,5;20,1;91,1;77;6,9;2,3
21/10/2020;6,8;1013;21;29,1;23,2;19,5;88,4;66;8,5;2,6
22/10/2020;14;1014,4;21,3;26,5;23,1;21,2;89,7;72;9,2;1,3
23/10/2020;2,8;1014,9;19,5;26,8;22,3;19,8;84,5;65;5,6;1,5
24/10/2020;7,8;1011,4;20,7;26,6;21,6;19,5;94,7;79;8,9;2,8
25/10/2020;46;1005,8;21;23,6;21,8;21,1;95,3;90;8,3;2,3
26/10/2020;7,8;1004,4;19,9;26,7;22,9;19,7;83,4;66;15,8;3,8
27/10/2020;0;1003,2;20,3;28,4;24;18,9;80,5;63;10;2,5
28/10/2020;0;1002,6;23,2;32,1;26,6;23,4;82;64;14,5;5
29/10/2020;0;1005,5;23,4;31,9;27,5;25,4;78,9;63;13,2;5,6
30/10/2020;0;1008,3;22,8;31,2;26,4;24,6;81,1;63;11,5;4,8
31/10/2020;44,8;1008,9;20,8;24,1;22,1;20,9;92,1;80;9,1;2,4
01/11/2020;11;1007,9;17,9;25;22,1;20,4;77,8;61;12,6;5
02/11/2020;0,6;1010,1;15,4;25,4;20,7;17,2;72,6;55;13,1;3,9
03/11/2020;0;1011,7;16,6;24,6;20,6;17,5;78,6;59;4,6;1,4
04/11/2020;0;1011,1;17,8;23,7;21,1;18,7;82,1;63;6,3;1,7
05/11/2020;0;1009,8;19,6;27,6;22,8;18,1;82,9;64;6,3;1,3
06/11/2020;0;1010,4;20,6;27,6;23,5;21,8;84;61;11,1;3,2
07/11/2020;0,4;1014,3;20,8;28,2;23,6;20,4;85;63;6,4;1,3
08/11/2020;0,2;1012,5;22,3;30,5;25,3;21,1;84,1;61;12,3;3,4
09/11/2020;0,2;1011;21,8;31,7;25,9;22,3;79,3;57;11,5;4,2
10/11/2020;0;1010,4;21,4;31,4;25,3;22,2;79,4;56;13;4,3
11/11/2020;0;1008,9;21,2;31,9;26,3;23,3;74,6;52;14,1;5,2
12/11/2020;0;1008,2;20,6;30,7;25,6;23,3;74,7;53;10,8;4,5
13/11/2020;0,4;1008;20,8;28,1;25;22,3;77,5;64;9,6;4,3
14/11/2020;0;1007,4;22,5;30,4;25,3;22,9;85;64;8,9;2,9
15/11/2020;1,6;1007,2;23,2;29,6;25,3;23,2;88,3;68;5,2;1,4
16/11/2020;0;1004,9;23,1;31;25,3;21,3;87,8;69;9,2;1,7
17/11/2020;0;1002,6;23,1;33;26,4;23,1;83,3;61;10,6;2,1
18/11/2020;0;1005,6;22,4;29,3;25,5;23,1;83,3;67;13,3;2,6
19/11/2020;0;1003,6;23,2;31,5;26,3;22,9;83,5;62;10,2;3
20/11/2020;5,6;1005,7;21,1;26,6;23,9;22,2;84,8;69;15,5;4,6
21/11/2020;0,2;1010,2;19,2;28,7;23,4;19,2;77,8;55;8,5;2,5
22/11/2020;0;1012,9;20,3;28,7;24;20;81,2;59;6,1;1,2
23/11/2020;9,2;1014,5;21;24,6;22,1;20,8;93,8;83;7,9;1,4
24/11/2020;6;1016,1;20,6;23,9;21,4;19,1;95,3;84;5,1;1,6
25/11/2020;38;1015,1;21,6;28,5;23,6;21;89;69;8,8;2
26/11/2020;1,6;1013,6;21,3;29,4;24,5;20,3;83,3;62;10;2,5
27/11/2020;0;1013,3;21;29,6;24,4;19,6;82,4;63;11,1;3
28/11/2020;4,2;1015,6;21,8;29,1;24,3;21,2;86,2;66;8,6;1,9
29/11/2020;5,8;1014,5;21,5;29,2;24,8;21;82,8;61;9,1;2,7
30/11/2020;0;1011,1;20,7;29,6;24,7;19,4;80,2;58;14,1;3,9
01/12/2020;0;1008,5;21,5;32,4;25,9;22;77,7;54;12,1;4,3
02/12/2020;0;1008,2;22,2;32,2;26,4;23,3;78,5;55;10,2;3,8
03/12/2020;0;1007,3;22,6;31,1;26,4;23;80,5;61;10,9;4
04/12/2020;0;1008;23;32,3;27,1;23,6;79;59;12,6;4,4
05/12/2020;0;1010,1;23,2;30,5;26,5;24,4;82,3;68;9,8;3,3
06/12/2020;0;1009,8;22;30,7;26,5;22,6;77,3;55;13,3;4,3
07/12/2020;0;1009,3;21,2;31,9;26,4;23,1;74;51;13,6;5
08/12/2020;0;1008,3;20,4;32,6;26,9;23,2;68,3;48;16;5,9
09/12/2020;1,2;1008,3;22,2;30,9;25,1;23,2;84,8;65;10,6;3
10/12/2020;49,2;1008,8;22,4;25,4;23;22,2;96,4;89;4,5;1,2
11/12/2020;18,2;1010,3;21,9;28,4;24,1;21,9;88,5;70;6,8;1,5
12/12/2020;0,2;1010,2;22,6;31,9;26,1;22,6;81,8;61;12,1;4,1
13/12/2020;0;1011,2;20,5;31,8;26,1;22,8;72,3;49;12,9;5,2
14/12/2020;0;1009,3;20,7;31,4;25,6;21,4;75,4;48;13,3;4,7
15/12/2020;0;1008,2;20,7;31,3;25,9;22,1;73,8;56;12,6;5,2
16/12/2020;0;1009,2;21;30,8;26;22;74,8;50;12,5;5,1
17/12/2020;0;1010,1;20,9;30,9;25,8;22,1;75,1;54;14,2;4,9
18/12/2020;0;1007,7;21,4;31,1;25,8;22,2;77,1;56;14,1;4,7
19/12/2020;0;1005,3;22,4;32,9;26,5;24;78,8;55;12,3;4,5
20/12/2020;0;1005,9;23,5;32,6;27,3;24,1;80,9;59;14,3;4,7
21/12/2020;0;1007,5;22,7;32,9;27,3;24,1;76,6;55;14,3;5,3
22/12/2020;0;1007,2;22,4;34,3;26,8;24;77,9;51;10,8;4,2
23/12/2020;1,6;1008,3;23,1;30,5;24,3;23,6;93,3;65;8,3;2
24/12/2020;69,2;1009,1;21,7;28,6;23,6;21,4;89,8;71;8,3;2,1
25/12/2020;3,2;1008,6;21,6;27,8;23,3;21,4;90,8;75;7;1,3
26/12/2020;0,2;1008;21,9;29,9;25,2;21,3;83;63;12,5;3,2
27/12/2020;0;1010,6;21,9;30,8;26,3;23,1;77,4;58;12,4;4,4
28/12/2020;0;1011,9;21,3;29,3;25;20,3;80,5;61;11,3;3,5
29/12/2020;0;1010,1;21,2;30,4;25,1;20,2;80,3;60;11,8;3,6
30/12/2020;0;1009,2;20,6;30,1;25,4;20,6;75,9;56;13,1;4,2
31/12/2020;0;1009,5;20,2;31,8;26,1;21,1;71;50;14,2;4,5
01/01/2021;null;null;null;null;null;23,1;null;55;10,2;null
02/01/2021;null;null;null;null;null;null;null;81;2,4;null
03/01/2021;null;null;null;null;null;null;null;82;4,1;null
04/01/2021;null;null;null;null;null;null;null;70;9,4;null
05/01/2021;null;1009,4;22,3;32,1;27;24;76,3;55;11,8;4,6
06/01/2021;0;1008,3;21,2;32,2;26,9;22,9;72;52;12,5;4,7
07/01/2021;0;1007,3;20,9;33,3;26,8;22,8;71,3;50;12,4;4,8
08/01/2021;0;1006,4;21,9;33,5;27,1;23,6;73,9;52;12,6;4,7
09/01/2021;0;1006,7;22,9;33,2;27,1;23,5;79,2;54;12,8;4,2
10/01/2021;0;1008;22,6;32;27,1;23,6;77;55;13,6;4,7
11/01/2021;0;1008,8;22;32,4;27;23,1;75,6;49;13,1;4,4
12/01/2021;0;1009,2;21,3;31,6;26,4;21,4;74,8;55;14,4;3,9
13/01/2021;0;1009,7;21,4;31,3;26,3;21,3;75,3;53;14,1;3,9
14/01/2021;0;1010,3;21,2;31,8;26,1;21,5;76,4;53;11,4;3,3
15/01/2021;1;1010,6;21,7;31,7;25,7;22,1;79,9;51;10,9;2,7
16/01/2021;0,2;1010,2;21,2;31,7;25,3;20,8;79,5;52;11,5;2,9
17/01/2021;0;1009,9;20,6;32,6;25,8;20,2;75;43;14,1;3,9
18/01/2021;0;1009,5;20,6;32;26,1;20,2;73,6;50;14,3;3,7
19/01/2021;0;1010,2;20,7;33,2;26,8;22,3;71,3;42;14,6;4,5
20/01/2021;0;1010,8;20,2;33,3;25,8;19,6;73;47;12,7;3,6
21/01/2021;0;1012;20,4;32,8;25,9;20,2;74,7;42;11,9;3
22/01/2021;0;1014,2;21,1;32,3;25,4;21,2;78,6;47;11;1,9
23/01/2021;3;1014,2;21,2;31,8;24,8;21,1;81,9;53;7,6;1,5
24/01/2021;0;1012;20,6;32,1;25,3;20,6;77,5;48;10,5;2,1
25/01/2021;0;1010,6;20,8;32,9;25,6;20,3;76,5;46;11,2;3,1
26/01/2021;0;1011;20,8;32,4;25,8;19,9;75,8;51;14,2;3,6
27/01/2021;0;1011;20,5;32,9;26,2;20;73,1;43;12,8;3,9
28/01/2021;0;1009,2;20,4;34,7;26,7;20,4;70,5;38;13,4;4,6
29/01/2021;0;1009,6;21,2;34,7;27,2;22,7;71,5;43;15,7;5,6
30/01/2021;0;1011;20,8;33,4;26,6;20,6;72;41;15,2;4,7
31/01/2021;0;1010,4;21,2;32,2;26,7;21,5;73,3;51;14,9;4,6
01/02/2021;0;1009,4;21,1;33,1;26,9;22;72,5;43;12,9;4,6
02/02/2021;0;1009,7;21;32,8;26;20,5;75,7;47;13,2;3,8
03/02/2021;0;1010,5;21,6;32,6;26,9;21,9;74,3;51;14,3;4,2
04/02/2021;0;1008,1;21,5;34,2;27,2;22;72,9;44;15,5;4,9
05/02/2021;0;1004;21,8;32,6;27,3;23,5;72,4;55;11,1;4,5
06/02/2021;0;1004,4;21,8;31;26,7;23;75,4;55;10,8;3,2
07/02/2021;11,8;1008,5;20,7;23,1;21,6;20,7;94,7;87;8,9;1,9
08/02/2021;49,2;1008,8;20,6;22,7;21,2;20,2;96,4;89;5,4;1,3
09/02/2021;20,6;1009,8;21,1;24,1;21,7;20,8;96,3;86;6,2;1,5
10/02/2021;10,4;1010,4;21,4;30,5;24,4;19,4;84,6;62;9,2;2
11/02/2021;7,6;1010,2;22,2;31,4;25,4;22,1;83,5;59;12,4;3,2
12/02/2021;0;1010,6;21,8;30,8;25,6;21,6;81,1;49;10,9;3,1
13/02/2021;0;1009,5;21,6;30,8;25,8;21,7;79;56;12,2;3,6
14/02/2021;0;1006,9;20,8;32,5;26,2;21,3;73,6;49;10,9;4
15/02/2021;0;1005,1;21,3;32,1;25,8;23,6;77,3;54;10,7;3,9
16/02/2021;29,8;1003,6;22,9;32,1;25,4;21,6;87;63;10,7;3,6
17/02/2021;3,8;1003,2;23,6;30,8;25,8;23,2;88;71;12;2,5
18/02/2021;2,2;1004,3;22,6;29,9;25,6;22,9;84,2;67;10,9;4,3
19/02/2021;55,6;1006,1;23,7;26,6;25;23,9;92,6;82;9,3;2,8
20/02/2021;11;1008,8;23,2;30,1;25,3;22,8;87,8;73;11;3,2
21/02/2021;0,2;1009,6;22,8;31,5;26,3;22,1;81,6;57;11,6;3,3
22/02/2021;0;1009,4;23,3;32,3;25,8;23,5;87,1;54;9,6;2,5
23/02/2021;1,6;1009,9;23;28,6;24,4;22;92,1;75;6,6;1,3
24/02/2021;0,8;1008,8;22,7;32,8;26,4;22,6;81,1;57;12,7;3,7
25/02/2021;0;1007,8;23,1;31,4;25,9;23,4;85;59;8,3;3
26/02/2021;9,8;1008,1;22,5;31;26,2;23,3;81,3;56;12,2;3,7
27/02/2021;0;1010,5;22,1;29,8;25;21,6;84,9;65;8,3;2,1
28/02/2021;1;1010,7;22;30,3;24,9;21,9;85,3;62;6,1;1,3
01/03/2021;1,6;1009,8;22,2;30,1;25;21,5;85,6;63;8,4;1,7
02/03/2021;1,6;1011,1;21,8;30,5;25,2;21,4;82,8;61;8,7;2
03/03/2021;0;1012,6;22,1;31;25,3;20,9;83,2;60;9,7;2,7
04/03/2021;0;1010,5;21,1;32,7;25,8;20,9;77;47;13,6;3,6
05/03/2021;0;1006;20,8;33,6;26,4;22,3;72,3;47;12,1;4,6
06/03/2021;0;1004,8;22,3;33,1;26,7;21,9;77,5;57;9,9;3,2
07/03/2021;27,8;1007,4;23,2;28,2;24,4;22,2;93,3;79;12,3;2,1
08/03/2021;46,6;1008;22,4;29,2;23,9;21,6;91,8;66;8,5;1,4
09/03/2021;17,4;1006,6;22,3;29,4;23,7;21,6;92;67;7,7;1,4
10/03/2021;50,4;1005,4;22,9;31,4;24,7;21,9;90,4;67;10,7;1,7
11/03/2021;24,6;1008,1;22,6;29,2;24,3;21,5;90,8;75;7,7;2,5
12/03/2021;1,6;1008,6;23;31,7;26,3;22,9;83,3;58;10,2;3,7
13/03/2021;0,2;1010,4;21;31,6;25,9;21,9;75,3;48;11,8;3,7
14/03/2021;0;1011,4;21;30,1;24,8;19,7;80,4;57;11,1;2,7
15/03/2021;0;1010,3;21,3;31,1;25,5;20,5;78,8;52;11;3,2
16/03/2021;0;1009,7;21;31,1;25,5;20,6;77,9;46;12,4;3,6
17/03/2021;0;1009;21,7;31,1;25,7;20,3;79,3;57;11,3;3,4
18/03/2021;0;1008,8;22,1;31,1;25,8;21,7;80,8;60;12,2;3,9
19/03/2021;0;1010,3;22;30,8;25,3;20,8;83;56;9,8;2,9
20/03/2021;0;1013,7;21,9;31,4;25,3;20,6;83,4;57;6,1;1,4
21/03/2021;1,4;1014;22,8;30,9;25,5;22;85,9;62;6,8;1,6
22/03/2021;0;1011,5;22,2;31,9;25,6;21,2;82,9;59;8,8;2,5
23/03/2021;0;1010,7;23,3;31,4;26,1;21,5;85,7;65;4,6;1,1
24/03/2021;0;1011;22,5;32,5;26,1;21,2;82,5;53;7;2
25/03/2021;0;1011,4;22,1;31,7;25,8;21,3;82,2;48;6,3;1,4
26/03/2021;0;1010,9;21,6;31,8;25,4;20,8;81,3;53;7,5;1,9
27/03/2021;0;1009,1;22,1;31,9;25,5;20,6;82,8;54;10,2;2,6
28/03/2021;0;1008;22;33,1;25,9;21;81,3;53;5,9;1,4
29/03/2021;0;1007,5;21,4;33,6;25,7;20,6;78,8;49;9,3;2,5
30/03/2021;0;1005,6;22,5;31,6;26,6;22,5;79,1;59;10;2,8
31/03/2021;50,8;1004,3;21,9;31,7;24,4;21;86,9;60;13,3;2,7
01/04/2021;5,8;1005,9;20,2;30,3;24;19,6;81;52;7,8;1,6
02/04/2021;0;1010,1;20,6;30,2;24,3;20,1;80,9;55;5,9;1,8
03/04/2021;0;1011,9;21,1;30;24,8;20,5;81;59;7,3;1,6
04/04/2021;0;1011,6;20,3;29,3;24,5;19,4;78,8;56;9,9;2,6
05/04/2021;23,6;1012,6;20,6;26,9;23,4;21;84,8;68;11;2,7
06/04/2021;0;1012,1;19,4;28,5;23,2;19;80,7;55;7,5;2,2
07/04/2021;0;1013,3;20;25;21,8;20,9;89,8;76;7,4;2
08/04/2021;7,8;1016,3;19,8;27,8;22,3;18;86,5;66;8,3;1,8
09/04/2021;7;1016,7;19,1;29,1;23,7;19,8;77,6;48;6,2;1,8
10/04/2021;0,2;1013,6;18,8;29,7;23,6;20,2;77,3;37;6,1;1,7
11/04/2021;0,2;1011;18,7;30,7;23,4;17,9;76,6;47;5,7;2
12/04/2021;0;1009,4;20,4;33,1;24,6;18,3;80,6;42;6;1,8
13/04/2021;0;1011,2;19,4;29,3;23,6;18,7;77,4;67;13,9;3,6
14/04/2021;0;1012,8;17,9;28;24,2;22,1;68,3;53;11,7;4,4
15/04/2021;3,6;1013,6;18,3;28,1;22,6;19,3;78,2;50;9,3;2,7
16/04/2021;0;1012,5;18,7;28,3;22,5;18,9;80,4;58;8,8;2,5
17/04/2021;0,6;1011,3;20,6;27,3;22,8;19,3;87,5;74;5,3;1,5
18/04/2021;4,2;1008,5;21,4;31,4;24,8;20,3;82,5;52;11;3
19/04/2021;0,2;1007,6;21,7;29,4;24;20,1;87,3;71;11;2,2
20/04/2021;24;1007,8;21,8;28,4;23,8;21,3;88,7;73;5;1,3
21/04/2021;0,2;1007,8;19,8;29,8;23,8;19,2;80;55;7,8;2
22/04/2021;0;1009;20,1;28,3;23,4;18,2;82,1;66;8;2,2
23/04/2021;0;1010;18,7;29;22,8;18;78,9;61;4,7;1,5
24/04/2021;0,2;1009,7;19,4;29,5;23,4;18,5;79,4;56;4,7;1,4
25/04/2021;0;1008,2;22;30,2;24,8;20,7;84,5;69;7,2;1,7
26/04/2021;0;1007,7;22,7;31;25,1;20,7;87,1;66;7,7;1,9
27/04/2021;10,4;1008,7;21,9;30;24,5;21,7;85,9;63;7,5;2
28/04/2021;0,4;1011,1;20,7;26,2;23,2;20,3;86,3;72;13;2,5
29/04/2021;0,2;1013,7;20,1;28,9;22,8;20;85,5;63;9,9;2,1
30/04/2021;4,8;1016,8;18,2;26,4;22;19,3;79,1;62;12,3;3,4
01/05/2021;0,4;1016,7;18,4;26,4;21,7;18,2;82;63;8,3;2,6
02/05/2021;10,8;1015,6;19,3;24,6;21,1;18,6;89,7;79;7,4;2,5
03/05/2021;7,6;1014,3;20;27,5;22,3;19;87,5;68;6,6;1,9
04/05/2021;0,4;1013,9;19,8;28,6;22,6;19,8;85;66;5,7;1,8
05/05/2021;0,4;1012,9;20,2;29,2;23;18,6;85,1;66;7,1;1,6
06/05/2021;0;1011,1;20,7;30,8;23,4;18,5;85,5;57;7,7;2,2
07/05/2021;0;1011,1;21,2;31,5;24,5;21,1;82,5;58;9,7;2,8
08/05/2021;64,6;1017,5;20,1;24,2;21,3;20,7;92,8;82;11,7;3
09/05/2021;8,8;1018,5;18,7;25,6;21,3;18,8;85,6;70;9,5;2,4
10/05/2021;1;1017,6;17,1;25,2;20,5;17,7;81,8;56;8,9;2,5
11/05/2021;0,2;1013,8;15,4;27;20,5;16,2;74,3;50;8;3,2
12/05/2021;0;1011,2;17,1;29,2;21,6;15,1;77;50;7,6;2,1
13/05/2021;0;1013,3;17,4;26,4;21,7;16,5;77,1;59;14,7;3,4
14/05/2021;0;1015,6;17,5;25,4;21,1;19;80,3;62;11,4;2,9
15/05/2021;0;1015,1;17,2;26,7;20,8;16,5;80,9;59;5,7;2,1
16/05/2021;0;1014,7;18;27,2;21,6;17,8;80,7;59;5,3;1,7
17/05/2021;0;1013,3;17,9;27,6;21,5;17,4;81,6;56;8,9;2,1
18/05/2021;0;1011,1;18,2;27,8;21,3;16,6;83,6;59;5,6;1,3
19/05/2021;0;1012,1;18,9;27;22;18,4;83;64;5,3;1,3
20/05/2021;0;1011;20;29,1;22,7;17,8;85,8;65;5,5;1,6
21/05/2021;0;1010,3;20,2;29;23;18,3;85,1;67;8,1;2,1
22/05/2021;0;1009,4;19,2;31,4;24,6;19,6;73,8;43;9,6;3,5
23/05/2021;0;1008,1;20,3;29,9;24,6;20,2;77,3;56;9,9;3,5
24/05/2021;0;1009;20;30,1;24,2;19,4;77,9;56;10,6;2,7
25/05/2021;0;1015;18,6;25,3;22,5;21,3;78,8;68;8,2;2,7
26/05/2021;0;1014,3;19,6;27,7;22,9;20,4;82,1;66;9,9;2,7
27/05/2021;0;1011,6;20,8;29,8;23,4;19,8;86;62;7,6;1,8
28/05/2021;0;1011;21,2;30,6;23,9;19,7;85,8;61;12;2,7
29/05/2021;0;1010,1;20,3;31;25,6;21;74,5;51;12,8;4,6
30/05/2021;0;1011,1;21,6;31,2;25,3;21,5;80,9;59;7,5;2,8
31/05/2021;0;1013,1;21,3;29,4;23,9;19,7;85,7;63;10,8;2,6
01/06/2021;0,2;1012,2;19,3;27,9;22,6;19,1;81,7;62;11;2,1
02/06/2021;0;1012,8;20,3;28,8;23;19,8;85,8;64;5,6;1,1
03/06/2021;0;1014,2;20,5;30,7;23,2;18,2;86,3;63;5,6;1,5
04/06/2021;0,2;1017,3;20;28,6;22,2;17,8;87,9;66;4,7;1,2
05/06/2021;2,8;1017,2;20,7;26;21,8;19,3;93,6;85;6,2;1,5
06/06/2021;7,8;1014,6;20,4;28,1;23,2;20,1;85,3;66;8,4;2,6
07/06/2021;0;1012,4;19,7;28,3;22,4;18,1;85,6;66;5;1,2
08/06/2021;0,2;1012,4;20,1;28,7;22,6;18,6;86,5;65;7,5;1,5
09/06/2021;0;1013,7;20,5;28,4;22,3;19,4;89,7;70;6,1;1,6
10/06/2021;0,8;1013,8;20,1;24,6;21,1;18,8;94,1;82;6,8;1,9
11/06/2021;38,6;1010,6;21;28,5;22,9;19,1;89,6;74;6,5;1,6
12/06/2021;11;1012,7;18,5;22,5;20,9;19,8;86,3;76;10,5;2,6
13/06/2021;0;1015,8;16,5;24,7;20,2;15,5;79,9;60;12,9;3,1
14/06/2021;0;1017,1;15,9;24,4;19,9;16,2;78,6;59;9,7;2,8
15/06/2021;0,2;1014,8;16,3;25,9;20,2;17,1;79,6;52;5,9;1,9
16/06/2021;0;1012,4;16,1;26,3;19,6;15;81,1;59;6,4;2
17/06/2021;0;1014,5;17,2;26,1;21;17,4;80,3;57;7,6;1,6
18/06/2021;10,2;1017,7;17,7;23,7;20,3;17,9;85,3;67;8,4;2,3
19/06/2021;1,6;1019,3;17,8;20,8;18,9;17,1;93,2;87;5,1;1,4
20/06/2021;6,2;1014,4;17,2;27,7;21,4;16,9;79;53;13,2;4,2
21/06/2021;0;1013,6;18,3;25,9;22;18,6;80,2;68;9,6;2,4
22/06/2021;0;1015,3;17,6;27;21,5;19,1;78,7;61;6,3;1,7
23/06/2021;0,2;1016,6;17,1;25,5;21,2;18,2;78,2;59;13,7;3,6
24/06/2021;5;1016,9;17,2;23,5;19,4;17,4;87;69;6,6;1,8
25/06/2021;0;1015,1;15,9;27,5;19,8;14,9;79,8;52;9,4;3
26/06/2021;0;1015,6;16,9;26,1;20,2;16,2;82,3;59;7,8;2,4
27/06/2021;0;1015,8;16,7;25,9;20,4;16,5;80,4;56;8,6;2,4
28/06/2021;0;1015,9;16,9;27;20,7;15,9;79,9;59;11,2;2,8
29/06/2021;0;1015;16,9;28,6;20,6;14,9;80,7;52;7,9;2,1
30/06/2021;0;1016;17,2;23;19,8;17,3;85,4;75;13,1;3,6
01/07/2021;0;1020,7;13;23,1;18,9;17,2;69,3;54;10,5;2,9
02/07/2021;0;1021,5;14,9;25,5;18,6;13,5;79,8;57;7,2;2,2
03/07/2021;0;1018,8;16;26,4;19,9;16,1;79,3;57;6;2,1
04/07/2021;0;1018,2;15,3;25,7;20,1;16,7;75,5;37;9;2,4
05/07/2021;0;1019,7;15,4;25;19,2;14,7;79,5;58;9,6;2,9
06/07/2021;0;1018,6;16,4;22,8;19,5;16,6;82,4;66;7,2;2
07/07/2021;0;1016,8;15,6;25;19,5;15,2;79,4;56;7,3;2
08/07/2021;0;1015,8;15,6;25,7;19,4;14,4;80;59;7;2,2
09/07/2021;0;1016,1;16,3;25,9;20,1;15,1;79,9;56;9,9;2,8
10/07/2021;0;1016,1;17,5;25,6;20,9;17,6;81,8;62;10,2;2,8
11/07/2021;0;1015,9;16,6;27,4;20;15;81,8;59;6,3;1,8
12/07/2021;0;1017,5;17,3;27,6;20,6;16,2;82,8;56;5,6;1,8
13/07/2021;2,6;1018,6;18,8;26,9;21,4;18;86;68;6,8;1,8
14/07/2021;1;1017;19,1;27,4;21,8;17,4;85,6;64;9,4;2,5
15/07/2021;0;1014,3;18,8;29;21,9;16,1;83,4;54;11;2,9
16/07/2021;0;1011,8;18,7;29,8;22,5;17,3;80,5;56;7,7;2,8
17/07/2021;0;1012,7;18,9;28,5;22;17;83,1;63;9,8;2,7
